annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numéro_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million
24004;VENDREDI;12/01/2024;6;11/04/2024;18;16;17;49;45;9;12;-16-17-18-45-49-;-9-12-;0;0;0;1;3;281236,6;2;10;19718,8;11;41;1498;112;674;167,8;220;1434;83,4;261;1682;49,9;4055;22939;18,3;5828;33053;14,1;14593;78911;11;21925;125191;8,4;96155;531557;6,2;241543;1282524;4,1;1;1568,6;7;179,2;53;29,5;114;13,7;2029;1,8;2780;3,7;11287;4,3;18145;12,4;46122;2,7;422529;2,6;RT 208 4085;
24003;MARDI;09/01/2024;5;08/04/2024;12;9;2;39;40;3;1;-2-9-12-39-40-;-1-3-;0;0;0;0;1;563511,3;2;7;18814,5;1;19;2159;113;572;132,1;269;1256;63,6;286;1323;42,4;4002;19412;14,4;5995;27088;11,5;13014;60687;9,6;20832;100262;7;88648;407111;5,4;194785;904413;3,9;0;0;1;2091,8;57;20;106;10,6;1869;1,5;2806;2,7;9520;3,8;15519;10,8;40960;2,3;335397;2,4;LN 958 0675;
24002;VENDREDI;05/01/2024;4;04/04/2024;18;4;39;7;50;8;3;-4-7-18-39-50-;-3-8-;0;0;0;0;2;359048,5;1;7;23975,8;11;59;886;146;749;128,5;395;2001;50,8;319;1713;41,7;6421;32990;10,8;7652;35938;11,1;16974;77956;9,5;34592;166715;5,3;116584;538106;5,2;247530;1133782;4;0;0;4;697,5;60;25;183;8,4;2919;1,3;3509;2,9;15479;3,1;26097;8,5;53602;2,3;470400;2,3;SA 454 2143;
24001;MARDI;02/01/2024;3;01/04/2024;7;18;49;46;15;12;10;-7-15-18-46-49-;-10-12-;0;0;0;0;0;0;0;5;123090,6;2;6;6052,5;76;404;165,5;186;822;86;260;1142;43,5;2762;12774;19,4;4251;19434;14,2;12122;54361;9,4;14574;67547;9,2;64733;286826;6,8;191135;841787;3,7;0;0;1;1968,4;37;29,5;98;10,9;1361;1,9;2113;3,4;7176;4,7;11833;13,3;31882;2,8;270726;2,9;VM 156 4461;
23104;VENDREDI;29/12/2023;2;28/03/2024;2;36;19;37;3;9;6;-2-3-19-36-37-;-6-9-;0;0;0;0;3;235723,3;0;5;33055,4;14;38;1354,7;116;622;152,4;327;1684;59,5;236;1301;54,1;5616;27202;12,9;6144;30489;12,8;13203;66465;11;32539;150297;5,8;107439;494759;5,6;227954;1068091;4,2;0;0;8;344,7;62;24,7;161;9,5;2675;1,4;2940;3,4;15054;3,1;24451;9;50781;2,4;454579;2,4;JK 572 5557;
23103;MARDI;26/12/2023;1;25/03/2024;47;27;8;30;35;9;10;-8-27-30-35-47-;-9-10-;0;0;0;0;0;0;0;0;0;3;18;32617,8;82;419;143,8;163;727;87,6;179;899;49,7;2303;11216;19,9;4138;19378;12,8;9697;44899;10,3;12833;60460;9,3;64655;294756;6;152666;693402;4,1;0;0;0;0;47;59;88;11,5;1180;2,1;1949;3,4;6569;4,8;10761;13,6;31148;2,6;291732;2,5;RK 918 9326;
23102;VENDREDI;22/12/2023;4;21/03/2024;14;49;34;44;6;12;4;-6-14-34-44-49-;-4-12-;0;1;55662868;2;7;113308,6;1;5;37074,9;8;54;1069,2;136;698;152,3;259;1546;72,7;369;1739;45,4;4028;20788;19;6953;33434;13,1;16608;78958;10,3;22785;112843;8,8;100888;475534;6,5;255423;1187664;4,2;0;0;4;779,9;61;27,5;137;12,3;2078;2;3419;3,3;11841;4,5;20062;12,4;49508;2,8;473364;2,6;MS 622 2438;
23101;MARDI;19/12/2023;3;18/03/2024;20;43;41;45;10;12;2;-10-20-41-43-45-;-2-12-;0;0;0;1;1;529973,7;0;7;17694,7;3;13;2967,7;79;396;179,4;187;915;82,1;216;1068;49,4;2868;13514;19,5;4116;19855;14,8;10261;48406;11,3;16015;73827;8,9;66465;308486;6,7;165057;763848;4,4;1;1175,5;2;470,2;44;26,7;95;11,9;1435;2;2022;3,8;8269;4,4;14192;11,9;32757;2,9;332498;2,5;TN 553 0599;
23100;VENDREDI;15/12/2023;2;14/03/2024;2;13;37;38;48;9;5;-2-13-37-38-48-;-5-9-;0;0;0;0;1;695067,7;1;5;32489,7;7;35;1445,6;151;689;135,2;334;1751;56,2;294;1327;52,1;5653;27167;12,7;6437;29721;12,9;14846;64665;11,1;34064;158926;5,4;106650;470477;5,8;234048;991215;4,4;0;0;4;598,3;75;22,1;158;10,4;2700;1,5;3215;3,4;15732;3,2;28362;8,4;51466;2,6;502254;2,3;CL 667 1862;
23099;MARDI;12/12/2023;1;11/03/2024;43;39;28;37;6;9;12;-6-28-37-39-43-;-9-12-;0;0;0;0;1;523847,3;1;2;61215,8;4;21;1815,9;100;444;158,2;193;813;91,3;280;1099;47,4;2781;12674;20,5;4546;20231;14,3;12449;50775;10,6;16384;70525;9,3;71372;304485;6,7;185652;760714;4,3;0;0;1;2357,1;45;29,1;103;12,7;1500;2,1;2291;3,7;8636;4,7;15011;12,5;35979;2,9;364465;2,5;DE 599 0522;
23098;VENDREDI;08/12/2023;3;07/03/2024;48;30;50;42;17;4;8;-17-30-42-48-50-;-4-8-;0;1;240000000;1;5;1584039,1;3;16;24836,4;29;89;1390,7;433;1496;152,4;1147;3751;64,2;1067;3496;48,4;18568;59915;14,1;22280;72556;13;49811;163113;10,7;107577;342084;6,2;341513;1100646;6;773981;2482059;4,3;1;5260,5;13;323,7;221;23,8;547;9,4;8195;1,5;10175;3,4;47320;3,4;83825;9;154150;2,7;1557384;2,4;FK 500 2787;
23097;MARDI;05/12/2023;2;04/03/2024;6;20;4;24;25;5;9;-4-6-20-24-25-;-5-9-;0;0;0;3;8;146494,6;6;16;17119,1;22;88;969,4;447;1517;103,5;994;3609;46;996;3338;34,9;13532;50374;11,5;18586;64967;10;41053;139986;8,6;67769;260163;5,6;252088;906029;5,1;554735;1940512;3,8;1;3054,3;10;244,3;196;15,3;410;7,3;5799;1,3;8096;2,4;29470;3,2;46094;9,5;111451;2,2;866454;2,5;NZ 837 2820;
23096;VENDREDI;01/12/2023;1;29/02/2024;38;10;4;14;50;9;12;-4-10-14-38-50-;-9-12-;0;0;0;2;6;266632,9;6;18;20772,1;14;58;2007,9;392;1609;133,3;757;3072;73,8;952;3942;40,4;11761;45380;17,5;18562;71488;12,4;45754;174658;9,4;63049;241471;8,3;280126;1055902;5,9;693640;2566667;3,9;2;2075,1;7;474,3;175;23,1;347;11,8;5441;1,8;8615;3,1;29536;4,3;49376;12;127619;2,6;1137532;2,6;EI 943 3492;
23095;MARDI;28/11/2023;7;26/02/2024;27;44;12;33;16;7;8;-12-16-27-33-44-;-7-8-;0;1;83068817;2;4;145719,3;0;6;22704,6;13;45;942,9;182;846;92,3;334;1500;55;337;1675;34,6;4323;20184;14,3;8034;36297;8,9;14635;67580;8,9;22513;103722;7;110729;494025;4,6;199936;940100;3,9;2;598,1;4;239,2;67;17,5;148;8;1911;1,5;3422;2,3;10242;3,6;15982;10,7;49303;1,9;374723;2,2;FA 161 9226;
23094;VENDREDI;24/11/2023;6;22/02/2024;48;15;29;20;39;7;1;-15-20-29-39-48-;-1-7-;0;0;0;0;3;243253,9;0;8;21319,6;10;39;1362,1;137;704;139;329;1584;65,3;299;1635;44,4;5610;24643;14,7;6393;31928;12,6;13974;72282;10,4;32448;137550;6,6;102570;488145;5,8;214738;1078084;4,3;0;0;5;528,8;67;21,6;158;9,2;2507;1,4;2897;3,3;14480;3,1;25888;8,2;46058;2,6;462114;2,2;OI 764 7249;
23093;MARDI;21/11/2023;5;19/02/2024;46;47;29;34;19;2;3;-19-29-34-46-47-;-2-3-;0;0;0;1;3;175300;1;5;24582,3;6;25;1531,3;74;436;161,7;192;1001;74,4;173;970;54;3067;14690;17,8;4284;21592;13,5;9000;45902;11,8;18601;90678;7,2;74806;352623;5,8;146621;721492;4,6;0;0;2;974,5;34;31,8;83;12,5;1405;1,9;1966;3,6;8678;3,8;16094;9,7;34177;2,5;362926;2,1;AG 692 9478;
23092;VENDREDI;17/11/2023;4;15/02/2024;26;50;24;2;46;2;7;-2-24-26-46-50-;-2-7-;0;0;0;1;4;171009,9;0;2;79935,6;9;33;1508,9;117;646;141,9;424;1857;52,2;258;1279;53,2;7111;29115;11,7;6288;30178;12,5;12507;61288;11,5;42587;167340;5,1;103711;473573;5,7;194794;942535;4,6;0;0;5;525,1;59;24,7;205;7;3181;1,1;2976;3,2;18799;2,4;32000;6,6;47871;2,4;481061;2,1;RY 968 0146;
23091;MARDI;14/11/2023;3;12/02/2024;13;50;36;16;44;3;5;-13-16-36-44-50-;-3-5-;0;0;0;0;1;486731,5;2;4;28439,2;8;30;1181;80;477;136,8;245;1201;57,4;188;971;49,9;3883;20003;12,1;4298;21924;12,3;8937;45060;11,1;23907;115461;5,2;68980;348491;5,5;142164;693633;4,4;0;0;3;617,9;27;36,7;118;8,6;1802;1,4;2094;3,2;10663;3;19176;7,7;32562;2,5;329596;2,2;IZ 946 0638;
23090;VENDREDI;10/11/2023;2;08/02/2024;30;42;10;21;38;12;2;-10-21-30-38-42-;-2-12-;0;0;0;0;2;324751,7;2;10;15179,9;5;26;1818,5;166;716;121,6;269;1261;73;437;1800;35,9;3611;17183;18,8;7043;30440;11,8;17708;75435;8,9;19464;91145;8,9;95376;431046;5,9;241855;1075258;3,8;0;0;1;2556,2;72;19,7;136;10,4;1833;1,9;3351;2,8;9906;4,4;16473;12,4;45407;2,5;384492;2,6;KA 106 4774;
23089;MARDI;07/11/2023;1;05/02/2024;8;10;11;39;30;10;4;-8-10-11-30-39-;-4-10-;0;0;0;0;0;0;1;3;189164,1;8;29;1154,6;107;536;115;220;1001;65,1;296;1340;34,1;3427;14771;15,5;5409;23231;11;13007;57012;8,3;17418;76374;7,5;74500;331651;5,4;181616;808515;3,6;0;0;2;894,1;53;18,3;114;8,6;1642;1,4;2564;2,5;8444;3,6;12694;11,3;35352;2,3;258784;2,7;ST 445 2708;
23088;VENDREDI;03/11/2023;2;01/02/2024;31;47;21;39;8;9;5;-8-21-31-39-47-;-5-9-;0;1;31218086;0;6;123697,3;1;4;43365,1;6;53;1019,4;153;823;120,9;343;2208;47,6;275;1628;45,4;5158;31335;11,7;6463;35295;11,6;13710;74644;10,2;29376;170549;5,4;95499;522472;5,6;204137;1093856;4,3;0;0;1;2524;77;17,5;132;10,6;2266;1,5;2976;3,1;12908;3,3;23084;8,8;44336;2,5;427975;2,3;IF 499 9158;
23087;MARDI;31/10/2023;1;29/01/2024;20;40;5;50;7;10;2;-5-7-20-40-50-;-2-10-;0;0;0;0;5;96734,8;0;3;37680,8;4;21;1676,6;106;577;112,4;270;1184;57,9;287;1402;34,3;3625;15789;15,2;5342;25925;10,3;12430;59923;8,3;18562;82503;7,3;73964;339907;5,6;174136;805649;3,8;0;0;2;951,5;45;23,4;127;8,2;1808;1,4;2555;2,7;9283;3,5;14670;10,4;35744;2,4;294519;2,5;OI 825 1787;
23086;VENDREDI;27/10/2023;1;25/01/2024;29;48;33;49;35;8;3;-29-33-35-48-49-;-3-8-;0;1;17000000;0;2;322693,9;1;2;75418,8;5;25;1879,2;110;524;165,1;291;1391;65,7;205;1116;57,6;4795;23256;13,8;5161;24878;14,4;11004;53753;12,4;29068;139631;5,7;85036;405387;6,2;180060;850884;4,8;0;0;2;1302,9;52;27,3;137;10,4;2221;1,6;2566;3,7;13294;3,4;26125;8;40730;2,9;475913;2,1;MY 351 7471;
23085;MARDI;24/10/2023;2;22/01/2024;18;16;8;31;34;6;9;-8-16-18-31-34-;-6-9-;0;1;26274769;0;1;484142,9;1;7;16164,5;10;41;859,6;141;608;106,7;331;1425;48,1;311;1235;39;4141;19526;12,3;5597;25009;10,7;12012;54674;9,1;22192;103331;5,8;79806;354127;5,3;171211;774426;3,9;0;0;5;385;68;15,7;154;6,8;1919;1,3;2593;2,7;10257;3,2;17165;9;36833;2,3;320028;2,4;GB 497 3419;
23084;VENDREDI;20/10/2023;1;18/01/2024;20;40;28;2;45;5;1;-2-20-28-40-45-;-1-5-;0;0;0;0;0;0;2;7;114759,5;6;33;1436,3;136;613;142,4;343;1377;67;334;1379;47;5092;21173;15,3;6710;29067;12,4;15821;64755;10,4;28195;116541;7;105018;436996;5,8;237660;960647;4,3;0;0;1;2888,9;63;25,4;173;9,2;2338;1,7;3233;3,2;12834;3,9;22590;10,2;49709;2,6;469685;2,4;VU 044 6875;
23083;MARDI;17/10/2023;5;15/01/2024;40;20;10;35;17;4;3;-10-17-20-35-40-;-3-4-;0;1;67318140;2;4;139123,9;4;12;10838,5;3;26;1558,1;149;724;103;326;1458;54,1;339;1523;36,3;3944;18681;14,8;7321;32752;9,4;14665;68098;8,4;20528;95136;7,3;96367;428190;5,1;192676;866503;4;1;1233,8;2;493,5;66;18,4;155;7,9;1850;1,6;3279;2,5;9448;4;15130;11,7;43909;2,2;380582;2,3;JX 489 7822;
23082;VENDREDI;13/10/2023;4;11/01/2024;41;26;21;40;28;4;2;-21-26-28-40-41-;-2-4-;0;0;0;0;1;867786,7;3;12;16901,3;6;32;1974,1;222;748;155,5;505;1813;67,8;444;1621;53,3;8270;28571;15,1;10767;37127;12,9;22998;80354;11,1;47829;158565;6,8;175811;590399;5,8;375500;1274707;4,3;0;0;2;2403,2;114;23,4;250;10,4;3886;1,7;5250;3,3;22132;3,7;38753;9,9;83565;2,6;806745;2,3;KA 345 1524;
23081;MARDI;10/10/2023;3;08/01/2024;18;33;20;22;43;3;9;-18-20-22-33-43-;-3-9-;0;0;0;0;1;515171,2;0;6;20067,3;7;37;1013,5;150;574;120,3;333;1564;46,6;262;1231;41,6;5169;23158;11;5773;25995;11;12772;55643;9,5;28075;122739;5,2;84520;381729;5,3;178217;788883;4,1;0;0;1;2109,4;61;19,2;155;7,4;2371;1,2;2628;2,9;13089;2,8;21547;7,8;39751;2,4;354369;2,3;JP 503 1005;
23080;VENDREDI;06/10/2023;2;04/01/2024;31;43;21;29;34;2;9;-21-29-31-34-43-;-2-9-;0;0;0;0;1;687153,2;1;5;32119,8;9;39;1282,6;155;623;147,9;364;1607;60,6;313;1347;50,8;5752;24918;13,7;7196;30408;12,5;15384;66296;10,7;31964;136495;6,3;109181;465860;5,8;236705;1002138;4,3;0;0;6;504,2;75;21,5;160;10,4;2727;1,5;3457;3,2;14875;3,5;26176;9,3;52455;2,6;520209;2,3;QZ 466 3294;
23079;MARDI;03/10/2023;1;01/01/2024;45;6;22;24;20;5;4;-6-20-22-24-45-;-4-5-;0;0;0;2;4;124708,1;1;8;14573,1;2;24;1513;113;509;131,4;282;1258;56,2;241;1067;46,5;3959;17205;14,4;6018;25810;10,7;12465;52762;9,7;20428;90431;6,9;88331;379813;5,1;182764;770818;4,1;0;0;2;1058,6;56;20,6;130;9;1838;1,5;2856;2,7;9697;3,7;14962;11,3;41866;2,2;343321;2,4;MV 249 2574;
23078;VENDREDI;29/09/2023;4;28/12/2023;32;9;11;21;13;7;2;-9-11-13-21-32-;-2-7-;1;1;130000000;3;16;81127,9;1;25;12135;42;147;642,8;531;2294;75,8;1657;5675;32,4;1027;4422;29,2;20437;69584;9,2;24393;90926;7,9;46428;177627;7,5;92300;321029;5;306346;1144130;4,4;590325;2286033;3,6;2;1621;17;152,5;236;13,7;705;4,5;8824;0,9;10676;2;40598;2,4;58302;8;136596;1,9;938343;2,4;TT 262 4377;
23077;MARDI;26/09/2023;3;25/12/2023;14;6;23;2;19;5;7;-2-6-14-19-23-;-5-7-;0;0;0;2;6;87504,6;4;14;8764,8;24;75;509,6;274;1010;69,7;692;2645;28,1;518;1992;26,2;7867;31767;8,2;9600;38632;7,5;17664;72530;7,4;34460;146389;4,4;113319;480181;4,3;210806;918463;3,6;1;1158,8;7;132,4;136;8,4;309;3,6;3303;0,8;4337;1,7;15164;2,3;21784;7,6;51691;1,8;345657;2,4;OB 498 5779;
23076;VENDREDI;22/09/2023;2;21/12/2023;3;23;35;34;24;8;5;-3-23-24-34-35-;-5-8-;0;0;0;0;1;681329;1;5;31847,5;8;35;1417,1;113;643;142;391;2025;47,6;279;1346;50,4;7247;33739;10;6577;31719;11,9;14610;67383;10,4;40678;178760;4,7;111667;507911;5,2;248053;1067407;4;0;0;2;1451,1;57;28,2;161;9,9;3185;1,2;3162;3,3;17983;2,8;28983;8;52367;2,5;469595;2,4;FX 396 8800;
23075;MARDI;19/09/2023;1;18/12/2023;10;31;41;15;42;2;5;-10-15-31-41-42-;-2-5-;0;0;0;1;1;473970;2;2;55387,3;2;22;1568,3;67;433;146,7;249;1158;58;164;883;53,4;3968;18272;12,9;4182;21182;12,4;8994;42564;11,5;22800;103564;5,7;75833;338329;5,5;148736;674676;4,4;0;0;1;1896,6;30;35,1;100;10,4;1782;1,4;1977;3,5;9976;3,2;17095;8,9;35294;2,4;321104;2,3;TL 095 8812;
23074;VENDREDI;15/09/2023;4;14/12/2023;21;45;12;48;14;8;11;-12-14-21-45-48-;-8-11-;0;2;27475869;1;3;264520,2;1;8;23183,5;8;26;2221,8;147;728;146,1;319;1599;70,3;367;1650;47,9;4471;23985;16,4;7299;35296;12,4;18362;83822;9,7;24131;128333;7,7;110254;537055;5,8;274115;1272189;3,9;1;1624,4;3;433,1;67;23,2;173;9,3;2247;1,7;3368;3,2;11890;4,2;20123;11,6;52160;2,5;444605;2,6;SW 459 1895;
23073;MARDI;12/09/2023;3;11/12/2023;14;5;42;36;40;11;2;-5-14-36-40-42-;-2-11-;0;0;0;1;2;258198,5;1;3;40230,1;5;21;1790,1;94;440;157,3;217;1025;71,4;179;999;51,4;3380;15637;16,4;4209;20855;13,7;9922;48569;10,9;18612;86644;7,4;67524;322572;6,3;159781;751416;4,3;0;0;1;2051,5;34;33,5;103;11;1681;1,6;2051;3,6;9213;3,8;15901;10,3;32674;2,8;322540;2,5;HF 956 4344;
23072;VENDREDI;08/09/2023;2;07/12/2023;33;20;10;21;26;4;3;-10-20-21-26-33-;-3-4-;0;0;0;1;4;167780,7;2;5;31370,4;11;36;1357,1;174;779;115,5;375;1688;56,3;360;1548;43,1;5200;23538;14,2;9432;39063;9,5;18393;77154;8,9;26263;117661;7,1;132570;555775;4,7;260748;1102069;3,8;1;1562,7;3;416,7;68;22,9;167;9,3;2344;1,6;4220;2,4;11918;4;18573;12,1;60387;2,1;464471;2,4;SE 101 9319;
23071;MARDI;05/09/2023;1;04/12/2023;41;48;7;1;24;10;12;-1-7-24-41-48-;-10-12-;0;0;0;0;3;162494,7;2;9;12659,2;4;21;1689,8;86;370;176,6;163;809;85,4;211;1057;45,9;2542;12234;19,8;3984;18242;14,8;12057;53554;9,4;13823;65178;9,3;60488;275963;6,9;186614;825123;3,7;0;0;3;660,5;48;22,4;75;14,6;1307;2;2044;3,5;7156;4,7;11782;13,4;30882;2,9;271695;2,9;IF 603 7505;
23070;VENDREDI;01/09/2023;9;30/11/2023;35;43;37;5;4;5;6;-4-5-35-37-43-;-5-6-;1;1;109268140;2;2;470297,3;0;7;31404,6;4;34;2013,8;162;729;173;379;1724;77,3;346;1625;57,6;6711;29522;15,8;9262;39276;13,3;18964;80385;12,1;39496;167390;7;158392;640740;5,7;318837;1302539;4,5;1;2297,5;3;612,6;76;30,2;191;11,8;3139;1,8;4415;3,4;18296;3,9;29528;11,2;72927;2,5;715488;2,3;RZ 000 8026;
23069;MARDI;29/08/2023;8;27/11/2023;21;40;23;32;49;11;8;-21-23-32-40-49-;-8-11-;0;0;0;1;1;636120,6;2;6;24778,6;7;37;1251,5;144;618;138;300;1349;66,8;299;1398;45,3;4505;19845;15,9;6369;28320;12,4;14859;65585;10;24367;104102;7,6;98029;422460;5,9;230361;965572;4,1;0;0;5;554,5;62;24,4;140;10,9;2097;1,8;2952;3,4;11456;4,1;19850;11,1;44981;2,7;438072;2,5;GM 852 9393;
23068;VENDREDI;25/08/2023;7;23/11/2023;44;35;16;34;17;5;10;-16-17-34-35-44-;-5-10-;0;0;0;0;3;262115,9;2;6;30630,4;6;37;1547,1;157;756;139,4;411;1628;68,4;348;1635;47,9;5596;25593;15,3;7756;35610;12,2;17728;79034;10,2;32120;138950;7;120470;526240;5,8;278575;1197301;4,1;0;0;2;1102,9;86;21,3;196;9,3;2656;1,7;3616;3,3;15149;3,7;25904;10,2;55587;2,7;529845;2,5;WK 502 1672;
23067;MARDI;22/08/2023;6;20/11/2023;23;9;40;2;32;6;7;-2-9-23-32-40-;-6-7-;0;0;0;0;7;82102,9;0;5;26864,3;8;35;1195,3;162;808;95,3;319;1472;55,3;303;1625;35,2;4613;20111;14,2;7447;31518;10,1;13792;64403;9,2;25720;109273;6,5;107178;447873;5;195747;885697;4,1;0;0;5;468;71;18,3;138;9,2;2076;1,5;3389;2,5;11937;3,3;19952;9,4;49192;2,1;430782;2,1;JT 636 1851;
23066;VENDREDI;18/08/2023;5;16/11/2023;47;25;23;30;44;9;12;-23-25-30-44-47-;-9-12-;0;0;0;1;5;141503,9;0;4;41339,7;4;34;1514,8;108;644;147,3;213;1238;81;288;1459;48,3;3326;18387;19,1;5532;29658;13,2;14010;72652;10;17959;98111;9;86518;453505;6,1;225743;1138029;3,9;1;1402,9;2;561,1;61;22,2;102;13,6;1709;2;2661;3,5;8977;4,8;15143;13,3;41054;2,7;381205;2,6;HZ 033 3032;
23065;MARDI;15/08/2023;4;13/11/2023;3;32;5;43;9;6;10;-3-5-9-32-43-;-6-10-;0;0;0;1;4;122572,4;0;2;57294,4;1;17;2099,5;91;448;146,7;225;1109;62,6;219;1137;42,9;3211;15560;15,6;4695;22553;12;11832;58173;8,7;16558;81329;7,5;71439;333639;5,7;174767;843678;3,6;0;0;0;0;41;68;111;8,9;1601;1,5;2209;2,9;7940;3,9;13336;10,7;33851;2,4;278089;2,5;AF 362 0161;
23064;VENDREDI;11/08/2023;3;09/11/2023;10;13;34;4;6;3;5;-4-6-10-13-34-;-3-5-;0;0;0;1;3;219719,2;1;7;22007,9;19;59;813,2;256;887;99,6;580;2513;37,1;501;1871;35;7471;33401;9,8;9921;41304;8,8;20441;82076;8,3;35800;168411;4,9;125269;561320;4,6;253766;1104392;3,7;0;0;7;355,6;121;11,3;268;5,1;3221;1;4520;2;15665;2,7;22829;8,7;56177;2;403868;2,4;SR 455 8629;
23063;MARDI;08/08/2023;2;06/11/2023;40;8;33;9;35;6;3;-8-9-33-35-40-;-3-6-;0;0;0;0;2;245845,5;0;2;57458,1;3;23;1556,2;89;440;149,8;231;1141;61;164;987;49,6;4352;19202;12,7;4079;21226;12,8;8822;45557;11,1;25797;109652;5,6;71646;349370;5,5;147153;728739;4,2;0;0;1;1883,7;49;21,3;106;9,7;2030;1,2;1942;3,5;12068;2,7;19855;7,6;33960;2,5;322078;2,3;ML 851 3453;
23062;VENDREDI;04/08/2023;1;02/11/2023;15;31;48;20;44;1;3;-15-20-31-44-48-;-1-3-;0;0;0;1;4;159371,2;0;9;16554,5;8;28;1657,3;117;636;134,4;231;1303;69,3;228;1369;46,3;4165;19841;16;5593;27388;12,9;12004;61041;10,8;23821;112585;7;88883;418775;6;191614;921973;4,3;0;1357,8;3;362;52;26,1;97;13,7;1934;1,7;2633;3,4;10970;3,8;18775;10,4;41810;2,6;414545;2,3;UQ 314 6381;
23061;MARDI;01/08/2023;6;30/10/2023;35;27;25;45;40;7;11;-25-27-35-40-45-;-7-11-;0;1;72144196;0;2;293061,6;0;3;45662,2;8;51;836,6;104;597;131,6;263;1279;64,9;247;1216;48;3764;18880;15,4;5044;25530;12,7;11204;58000;10,4;23143;109013;6,7;79512;380992;6;169674;824731;4,5;0;0;3;759,8;54;22,6;125;9,8;1767;1,7;2445;3,4;11051;3,5;19346;9,4;37277;2,7;398960;2,2;ID 607 7223;
23060;VENDREDI;28/07/2023;5;26/10/2023;38;7;34;32;33;9;6;-7-32-33-34-38-;-6-9-;0;0;0;0;0;0;2;8;110849,1;5;25;2093;113;604;159,5;263;1588;64,1;245;1452;49,3;4976;26395;13,5;5611;30296;13,1;12260;66535;11,1;29963;150228;5,9;94594;483808;5,8;205087;1060382;4,3;0;0;2;1306,7;62;23;118;12,2;2233;1,6;2728;3,5;13366;3,3;23974;8,7;43733;2,7;440281;2,3;UP 999 1591;
23059;MARDI;25/07/2023;4;23/10/2023;11;7;27;5;37;12;6;-5-7-11-27-37-;-6-12-;0;0;0;0;5;104441,7;2;15;8136,5;7;24;1583,9;164;682;102,6;331;1291;57,3;526;2353;22,1;3666;16128;16,1;6712;30007;9,6;21024;93361;5,7;17060;79211;8,2;82599;378064;5,4;235301;1066813;3,1;0;0;4;477,3;84;12,4;175;5,9;1840;1,4;3195;2,2;8364;3,9;13088;11,7;38253;2,2;269384;2,8;KO 197 6486;
